Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,IlMI,Label
10.0.0.50-208.67.222.222-25476-53655-17,10.0.0.50,25476,208.67.222.222,53655,17,04/05/2025 06:55:01 PM,13877,0,40,0,4499,0.0,0.0,0.0,0.0,209,14,112.475,48.00052750778517,324205.51992505585,2882.467392087627,355.8205128205128,81014.6992116966,112852,-160964,0.0,0.0,0.0,0.0,0.0,13877,355.8205128205128,81014.6992116966,112852,-160964,0,0,0,0,0,1120,0.0,2882.467392087627,14,209,112.475,48.00052750778517,2304.050641025641,0,0,0,0,0,0,0,0,0.0,114.6,0.0,112.475,0,0.0,0.0,0.0,4499.0,40.0,324205.51992505585,0.0,0.0,0.0,0.0,0,0,0,0.0,13877,0.0,13877,13877,0.0,0.0,0.0,0.0,NeedManualLabel
172.16.0.20-192.168.1.1-34572-80-17,172.16.0.20,34572,192.168.1.1,80,17,04/05/2025 06:54:59 PM,-11760,6,5,1684,1326,362,165,280.6666666666667,74.33348281001413,389,140,265.2,92.77769128405815,0.0,0.0,-1176,18222.980381924357,23062,-35469,23709,4741.8,21128.830616009018,26456,-17709,-15641,-3910.25,13492.459533013245,15806,-14722,0,0,0,0,168,140,0.0,0.0,140,389,273.6363636363636,79.1899901847105,6271.054545454545,0,0,0,0,0,0,0,0,0.8333333333333334,294.3636363636364,280.6666666666667,265.2,168,972.0,4.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.1-192.168.1.100-443-3594-6,192.168.1.1,443,192.168.1.100,3594,6,04/05/2025 06:55:00 PM,12566,13,14,2585,4439,396,0,198.84615384615384,109.6789604207405,510,163,317.07142857142856,103.4418932286396,558968.6455514882,2148.6551010663693,483.3076923076923,53639.17199343721,110643,-105227,48936,4078,55495.282150008854,87455,-105227,-67724,-5209.538461538462,51749.63601742429,87205,-76464,0,0,0,0,520,560,1034.537641254178,1114.1174598121916,0,510,260.14814814814815,120.52344288519261,14525.900284900285,0,2,0,1,26,1,0,0,1.0769230769230769,260.14814814814815,198.84615384615384,317.07142857142856,520,2464.0,11.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.1-192.168.1.100-35788-15585-17,192.168.1.1,35788,192.168.1.100,15585,17,04/05/2025 06:55:00 PM,26962,0,26,0,7724,0.0,0.0,0.0,0.0,536,0,297.0769230769231,173.36364626458987,286477.2642979008,964.3201542912246,1078.48,45784.0148606476,84232,-99667,0.0,0.0,0.0,0.0,0.0,26962,1078.48,45784.0148606476,84232,-99667,0,0,0,0,0,728,0.0,964.3201542912246,0,536,297.0769230769231,173.36364626458987,30054.953846153847,0,0,0,0,0,0,0,0,0.0,303.1923076923077,0.0,297.0769230769231,0,0.0,0.0,0.0,7724.0,25.0,286477.2642979008,0.0,0.0,0.0,0.0,0,0,0,0.0,26962,0.0,26962,26962,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-208.67.222.222-52782-2490-6,10.0.0.50,52782,208.67.222.222,2490,6,04/05/2025 06:54:57 PM,-7009,7,7,1168,1027,245,90,166.85714285714286,51.60887705110614,245,25,146.71428571428572,86.39003469867399,0.0,0.0,-539.1538461538462,28464.034724678302,48799,-43888,-7009,-1168.1666666666667,31465.00401663198,35409,-45533,8684,1447.3333333333333,34858.166582117694,33954,-43888,0,0,0,0,280,280,0.0,0.0,25,245,156.78571428571428,69.15999129268594,4783.104395604396,0,1,0,1,13,0,0,0,1.0,156.78571428571428,166.85714285714286,146.71428571428572,280,1168.0,7.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-8.8.8.8-27608-443-17,10.0.0.50,27608,8.8.8.8,443,17,04/05/2025 06:54:58 PM,-25033,37,0,18303,0,974,0,494.6756756756757,229.34254512192675,0.0,0.0,0.0,0.0,0.0,0.0,-695.3611111111111,40958.030921666126,77624,-67946,-25033,-695.3611111111111,40958.030921666126,77624,-67946,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1036,0,0.0,0.0,0,974,494.6756756756757,229.34254512192675,52598.003003003,0,0,0,0,0,0,0,0,0.0,494.6756756756757,494.6756756756757,0.0,1036,18303.0,36.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.1-192.168.1.100-52300-31267-6,192.168.1.1,52300,192.168.1.100,31267,6,04/05/2025 06:55:02 PM,-37178,14,14,4690,4983,668,128,335,148.26691108631394,738,94,355.92857142857144,171.04856003518384,0.0,0.0,-1376.962962962963,19618.775366551065,33735,-41257,-35229,-2709.923076923077,22449.91108171529,32207,-41257,-26404,-2031.076923076923,19690.570723324818,26623,-35684,0,0,0,0,560,560,0.0,0.0,94,738,345.4642857142857,157.43252102805403,24784.998677248677,0,2,0,1,27,2,0,0,1.0,345.4642857142857,335.0,355.92857142857144,560,4690.0,14.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-192.168.1.1-6514-25738-17,172.16.0.20,6514,192.168.1.1,25738,17,04/05/2025 06:54:58 PM,3439,0,7,0,3414,0.0,0.0,0.0,0.0,889,279,487.7142857142857,225.31290411759545,992730.4448967723,2035.475428903751,573.1666666666666,8036.992283601289,12020,-6384,0.0,0.0,0.0,0.0,0.0,3439,573.1666666666666,8036.992283601289,12020,-6384,0,0,0,0,0,196,0.0,2035.475428903751,279,889,487.7142857142857,225.31290411759545,50765.90476190476,0,0,0,0,0,0,0,0,0.0,550.1428571428571,0.0,487.7142857142857,0,0.0,0.0,0.0,3414.0,7.0,992730.4448967723,0.0,0.0,0.0,0.0,0,0,0,0.0,3439,0.0,3439,3439,0.0,0.0,0.0,0.0,NeedManualLabel
172.16.0.20-8.8.8.8-3664-46381-17,172.16.0.20,3664,8.8.8.8,46381,17,04/05/2025 06:54:57 PM,22484,13,14,2861,3003,365,55,220.07692307692307,94.0571293934893,410,92,214.5,95.90119113722447,260807.6854652197,1200.853940579968,864.7692307692307,35715.628238974256,65911,-77007,-26783,-2231.9166666666665,30788.827337373637,64698,-43983,69471,5343.923076923077,43483.43367970063,65911,-77007,0,0,0,0,364,392,578.1889343533179,622.66500622665,55,410,217.1851851851852,93.21853440542368,8689.695156695157,0,0,0,0,0,0,0,0,1.0769230769230769,225.5185185185185,220.07692307692307,214.5,364,1287.0,6.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-208.67.222.222-62006-8752-17,172.16.0.20,62006,208.67.222.222,8752,17,04/05/2025 06:55:01 PM,-4255,3,4,1903,1732,951,388,634.3333333333334,288.01446722922327,616,304,433,139.42261892055632,0.0,0.0,-709.1666666666666,9935.757473220985,13834,-11352,-4255,-2127.5,12295.879818052876,6567,-10822,7910,2636.6666666666665,12822.921092065308,13834,-11352,0,0,0,0,84,112,0.0,0.0,304,951,519.2857142857143,221.25002017756162,48951.57142857143,0,0,0,0,0,0,0,0,1.3333333333333333,519.2857142857143,634.3333333333334,433.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
172.16.0.20-192.168.1.1-50070-53-6,172.16.0.20,50070,192.168.1.1,53,6,04/05/2025 06:55:00 PM,-3517,6,0,2680,0,798,0,446.6666666666667,283.25653861237987,0.0,0.0,0.0,0.0,0.0,0.0,-703.4,11616.996634242432,12780,-17052,-3517,-703.4,11616.996634242432,12780,-17052,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,0,0.0,0.0,0,798,446.6666666666667,283.25653861237987,80234.26666666666,0,1,0,0,5,0,0,0,0.0,446.6666666666667,446.6666666666667,0.0,240,2680.0,5.0,198005.17177687478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58616,0,5,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.1-192.168.1.100-30694-12810-17,192.168.1.1,30694,192.168.1.100,12810,17,04/05/2025 06:55:02 PM,-703,6,0,438,0,94,33,73,22.68920448142684,0.0,0.0,0.0,0.0,0.0,0.0,-140.6,2301.829663550281,2745,-3070,-703,-140.6,2301.829663550281,2745,-3070,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,33,94,73,22.68920448142684,514.8,0,0,0,0,0,0,0,0,0.0,73.0,73.0,0.0,168,438.0,6.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-8.8.8.8-21158-53-6,10.0.0.50,21158,8.8.8.8,53,6,04/05/2025 06:54:59 PM,-5717,6,6,2325,1471,627,131,387.5,196.13745180357574,547,92,245.16666666666666,178.92055965334634,0.0,0.0,-519.7272727272727,28932.877143799262,40030,-48368,6791,1358.2,26926.109832279893,29395,-32343,-40616,-8123.2,34258.161738482115,40030,-48368,0,0,0,0,240,240,0.0,0.0,92,627,316.3333333333333,193.810748052336,37562.606060606064,0,1,0,0,11,1,0,0,1.0,316.3333333333333,387.5,245.16666666666666,240,0.0,0.0,0.0,1166.0,4.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.100-208.67.222.222-35636-80-6,192.168.1.100,35636,208.67.222.222,80,6,04/05/2025 06:54:59 PM,58213,20,0,1139,0,115,13,56.95,32.85610573714612,0.0,0.0,0.0,0.0,19566.076305979765,343.56587016645767,3063.842105263158,31893.47288720715,44041,-64782,58213,3063.842105263158,31893.47288720715,44041,-64782,0.0,0.0,0.0,0.0,0.0,0,0,0,0,800,0,343.56587016645767,0.0,13,115,56.95,32.85610573714612,1079.5236842105264,0,1,0,0,19,0,0,0,0.0,56.95,56.95,0.0,800,1139.0,20.0,19566.076305979765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18617,0,19,40,58213,0.0,58213,58213,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.1-192.168.1.100-80-25510-6,192.168.1.1,80,192.168.1.100,25510,6,04/05/2025 06:54:57 PM,-8457,9,10,3674,5603,795,27,408.22222222222223,237.48409303455347,987,311,560.3,212.19752328641562,0.0,0.0,-469.8333333333333,16764.890372617483,30612,-27946,-8457,-1057.125,14769.096842853034,17877,-17958,6891,765.6666666666666,19644.6935455863,32097,-27946,0,0,0,0,360,400,0.0,0.0,27,987,488.2631578947368,231.65967426024446,53666.20467836257,0,2,0,0,18,0,0,0,1.1111111111111112,488.2631578947368,408.22222222222223,560.3,360,2252.0,6.0,580861.4908434356,2801.5,5.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-192.168.1.1-10469-80-17,10.0.0.50,10469,192.168.1.1,80,17,04/05/2025 06:55:02 PM,-13965,4,3,2310,1878,774,333,577.5,193.10532531928442,940,206,626,378.30675383873336,0.0,0.0,-2327.5,13920.07104507732,13804,-21698,-13965,-4655,17984.836362891936,14143,-21698,6452,3226,14959.551062782599,13804,-7352,0,0,0,0,112,84,0.0,0.0,206,940,598.2857142857143,258.8865351756211,67022.23809523809,0,0,0,0,0,0,0,0,0.75,598.2857142857143,577.5,626.0,112,2310.0,4.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-208.67.222.222-23365-443-17,10.0.0.50,23365,208.67.222.222,443,17,04/05/2025 06:54:58 PM,-1059,9,9,304,238,57,11,33.77777777777778,17.441170959670238,50,3,26.444444444444443,13.95628094363888,0.0,0.0,-62.294117647058826,11225.980573900359,17978,-18383,3039,379.875,10737.472507032822,17978,-14161,7853,981.625,12161.800406395429,19635,-12345,0,0,0,0,252,252,0.0,0.0,3,57,30.11111111111111,15.78118346747122,249.04575163398692,0,0,0,0,0,0,0,0,1.0,31.666666666666668,33.77777777777778,26.444444444444443,252,270.0,8.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-8.8.8.8-54340-17814-6,10.0.0.50,54340,8.8.8.8,17814,6,04/05/2025 06:54:59 PM,9097,0,9,0,504,0.0,0.0,0.0,0.0,107,0,56,30.137186331839274,55402.88007035287,989.3371441134441,1137.125,17839.75993142044,31204,-25884,0.0,0.0,0.0,0.0,0.0,9097,1137.125,17839.75993142044,31204,-25884,0,0,0,0,0,360,0.0,989.3371441134441,0,107,56,30.137186331839274,908.25,0,2,0,0,8,0,0,0,0.0,61.77777777777778,0.0,56.0,0,0.0,0.0,0.0,504.0,8.0,55402.88007035287,0.0,0.0,0.0,0.0,0,50037,0,0.0,9097,0.0,9097,9097,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.100-8.8.8.8-19167-443-17,192.168.1.100,19167,8.8.8.8,443,17,04/05/2025 06:54:58 PM,2620,0,14,0,2463,0.0,0.0,0.0,0.0,373,0,175.92857142857142,106.40377688909231,940076.3358778626,5343.511450381679,201.53846153846155,10550.840563792257,21741,-14285,0.0,0.0,0.0,0.0,0.0,2620,201.53846153846155,10550.840563792257,21741,-14285,0,0,0,0,0,392,0.0,5343.511450381679,0,373,175.92857142857142,106.40377688909231,11321.763736263736,0,0,0,0,0,0,0,0,0.0,193.5,0.0,175.92857142857142,0,0.0,0.0,0.0,2463.0,13.0,940076.3358778626,0.0,0.0,0.0,0.0,0,0,0,0.0,2620,0.0,2620,2620,0.0,0.0,0.0,0.0,NeedManualLabel
